Category;SubCategory;ArticleNumber;ArticleName;ArticleDescription;Colour;ArticleURL;ImageURL;OldPrice;NewPrice;Quantity
Для женщин;Футболки и топы;219510;Top;Knopfleiste, Kragen und Nähte in Kontrastfarbe. Kleiner Print vorn. Trageangenehmer Stretch-Jersey. Produkttyp: Top. Passform: Sehr figurbetont. Pflegehinweise: Maschinenwäsche. Materialzusammensetzung: Obermaterial: 95% Baumwolle, 5% Elasthan.;salmon;http://www.corso.de/products/219510~Polotop.html;http://www.corso.de/images/generated/media/521b6dfd42d45ba2f4d6c79e709f7982.jpg;48,99000;12,59000;1
Для женщин;Футболки и топы;117410;Rundhalsshirt;Femininer Look, elegant akzentuiert mit paspeliertem Rundhalsausschnitt und Zierknöpfchenleiste hinten! Die trendige Silhouette zeigt sich hinten länger als vorne. L ca. 68 cm. Figurbetonte Form. Aus 100% Viskose. Waschbar.;grün;http://www.corso.de/products/117410~Rundhalsshirt.html;http://www.corso.de/images/generated/media/33a4e31f2295dbf6f3a890a26d3eb7.jpg;44,66000;7,69000;1
Для женщин;Футболки и топы;139179;Shirt;Oversize-Form. Kurze, weite Ärmel mit Raffbändseln. Weiter, paspelierter Rundhalsausschnitt. Leger geschnitten mit eng sitzendem Gummizug am Bündchen. Weich fließende Jerseyqualität. Produkttyp: Shirt. Passform: Oversized. Pflegehinweise: Maschinenwäsche. Materialzusammensetzung: Obermaterial: 100% Viskose.;hellpink;http://www.corso.de/products/139179~Shirt.html;http://www.corso.de/images/generated/media/3655d86f1037f11fbc3debb9eb9a3.jpg;34,99000;6,99000;1
Для женщин;Футболки и топы;17413;Drucktop;Effektvoller Alloverprint. Länge ca. 60 cm. Figurbetonende Form. 90% Viskose, 10% Elasthan. Waschbar.;bunt;http://www.corso.de/products/17413%7C12902K01~Drucktop.html;http://www.corso.de/images/generated/media/5b0fb555fecb3577eed41511763dc.jpg;58,66000;9,37000;1
Для женщин;Футболки и топы;18384;T-Shirt;Seitliche Raffungen. Länge ca. 64 cm. Figurbetonte Form. Aus 93% Viskose, 7% Elasthan. Waschbar.;pink;http://www.corso.de/products/18384%7C12802K01~T-Shirt.html;http://www.corso.de/images/generated/media/4fdc0b493214ea0aa1262812476727.jpg;58,66000;10,35000;1
Для женщин;Футболки и топы;190177;Shirt Schleife;Figurbetonende Form, mit tiefem Ausschnitt und abnehmbarer Schleife. 3/4-lange Ärmel. Applikation aus Strass-Steinchen in Form eines Kussmundes auf der Hüfte. Perfekte Passform durch Stretch-Anteil. Produkttyp: Shirt. Passform: Sehr figurbetont. Pflegehinweise: Maschinenwäsche. Materialzusammensetzung: Obermaterial: 95% Baumwolle, 5% Elasthan.;apricot;http://www.corso.de/products/190177~Shirt-Schleife.html;http://www.corso.de/images/generated/media/2f15dc2ce81727b79bca975b3879c87.jpg;34,99000;7,41000;1
Для женщин;Футболки и топы;238815;Shirt Doppelpack;Langarmshirt mit paspeliertem Rundhalsausschnitt. Ärmel krempelbar, per Riegel zu fixieren. T-Shirt mit Rundhalsausschnitt und Knopfleiste. Weiche Jerseyqualität. Produkttyp: Shirt. Passform: Sehr figurbetont. Verschlussart: Druckknöpfe. Pflegehinweise: Maschinenwäsche. Materialzusammensetzung: Blau-Grau, Anthrazit-Fuchsia: Obermaterial: 100% Baumwolle. Obermaterial 2: 85% Baumwolle, 15% Viskose. Petrol-Khaki, Schwarz-Weiß, Khaki-Petrol: Obermaterial: 100% Baumwolle. Grau-Ecru: Obermaterial: 100% Baumwolle. Obermaterial 2: 85% Baumwolle, 15% Polyester.;petrol+khaki;http://www.corso.de/products/238815%7C12802K00~Shirt-Doppelpack.html;http://www.corso.de/images/generated/media/cbc12a1cb256daf312a293a8a1441c0.jpg;44,79000;8,25000;1
Для женщин;Футболки и топы;255278;Shirt Sterne;Sternenprint mit Strass-Steinen auf der Vorderseite. Taillierte Form mit weitem Rundhalsausschnitt. Feine und softe Viskose-Stretch-Qualität. Produkttyp: Shirt. Passform: Sehr figurbetont. Pflegehinweise: Maschinenwäsche. Materialzusammensetzung: Obermaterial: 95% Viskose, 5% Elasthan.;grün;http://www.corso.de/products/255278~Shirt-Sterne.html;http://www.corso.de/images/generated/media/807a97dd65886394e9f0172b866da37.jpg;37,79000;7,97000;1
Для женщин;Футболки и топы;256775;Shirt m.Webpasse;Webpasse aus glänzendem Satin. Rundhalsausschnitt und angeschnittene kurze Ärmel. Mit kleinen Seitenschlitzen am Saum. Aus weich fallender Jerseyqualität. Produkttyp: Shirt. Passform: Lässig geschnitten. Pflegehinweise: Maschinenwäsche. Materialzusammensetzung: Schwarz, Rosa: Obermaterial: 100% Viskose. Bluseneinsatz: 100% Polyester. Weiß, Limone, türkis, Apricot, Jeansblau: Obermaterial: 100% Viskose. Obermaterial 2: 100% Polyester.;türkis;http://www.corso.de/products/256775~Shirt-m-Webpasse.html;http://www.corso.de/images/generated/media/d93e88ef18ad50a6285434c08bc2267.jpg;27,99000;6,29000;1
Для женщин;Футболки и топы;289296;Shirt;Weite, legere Form mit Bindeband am Saum. Halblange Fledermausärmel mit Schlitz. Softe, fließende Viskose. Produkttyp: Shirt. Passform: Figurumspielend. Pflegehinweise: Maschinenwäsche. Materialzusammensetzung: Obermaterial: 100% Viskose.;wollweiß pin;http://www.corso.de/products/289296~Shirt.html;http://www.corso.de/images/generated/media/a58af592d2e0685e5f3e82ec5df48bf3.jpg;51,79000;9,09000;1
Для женщин;Футболки и топы;298915;Shirt;Shirt, Corley Collection. Das attraktive Druckdessin und die breite Smokverarbeitung am Ausschnitt werden Ihnen gefallen. Figurumspielende Schnittführung. Länge ca. 68 cm. Aus hautfreundlich ausgestatteter Naturfaser. 100% Baumwolle.;koralle-bedr;http://www.corso.de/products/298915%7C12902K00~Shirt.html;http://www.corso.de/images/generated/media/262d8518239bc6793656fd7de91e81a9.jpg;39,19000;7,69000;1
Для женщин;Футболки и топы;33138;Spitzenshirt;Transparent. Mit Zipper und Schößchen hinten. L ca. 64 cm. Figurbetonte Form. 90% Polyamid, 10% Elasthan. Waschbar.;schwarz;http://www.corso.de/products/33138%7C12802K01~Spitzenshirt.html;http://www.corso.de/images/generated/media/b35d6cca165f202f8ed8e6fc729e3c0.jpg;72,66000;12,03000;1
Для женщин;Футболки и топы;383037;Fledermausshirt;Weite Form mit tiefem Wasserfallausschnitt und weit überschnittenen Schultern. Saum und Ärmelbündchen eng anliegend. Ärmelbündchen mit Nietenbesatz. Fließende Jerseyware mit Stretch-Anteil. Produkttyp: Shirt. Passform: Figurumspielend. Pflegehinweise: Maschinenwäsche. Materialzusammensetzung: Obermaterial: 95% Viskose, 5% Elasthan.;bordeaux;http://www.corso.de/products/383037%7C12902K00~Fledermausshirt.html;http://www.corso.de/images/generated/media/bcc3a8cba506c39a76e0839ef4fcc.jpg;39,19000;8,25000;1
Для женщин;Футболки и топы;434727;Shirt;Mit glitzerndem Gitarrendruck auf dem Rücken. Rundhalsausschnitt mit Zierknöpfen und zusätzlicher V-förmiger Schlitzöffnung. Lange Ärmel. Größenangepasste Länge von ca. 66 bis 74 cm. Strukturierte Jerseyware aus 100% Baumwolle.;anthrazit;http://www.corso.de/products/434727~Shirt.html;http://www.corso.de/images/generated/media/c2eb4d99194b927b1dfabcc011cdad72.jpg;30,79000;7,13000;1
Для женщин;Футболки и топы;43971;Carreshirt;Mit vorteilhaften Raffungen und Shaping-Effekt durch Power-Mesh-Einsätze: Bauch und Taille werden perfekt geformt. Länge ca. 60 cm. Figurbetonte Form. 93% Viskose, 7% Elasthan. Power-Mesh: 80% Polyamid, 20% Elasthan. Waschbar.;grün;http://www.corso.de/products/43971~Carreshirt.html;http://www.corso.de/images/generated/media/d73c419c6fba5e1c3b18b733c8e2e7.jpg;58,66000;10,91000;1
Для женщин;Футболки и топы;448603;LA Shirt Nieten;Mit glänzenden Nieten besetzter Carmen-Ausschnitt. Weite Fledermausärmel. In Long-Form. Weich fließende, elastische Jerseyqualität. Produkttyp: Langarmshirt. Passform: Sehr figurbetont. Pflegehinweise: Maschinenwäsche. Materialzusammensetzung: Obermaterial: 95% Viskose, 5% Elasthan.;weiss;http://www.corso.de/products/448603%7C12702K00~LA-Shirt-Nieten.html;http://www.corso.de/images/generated/media/e6449caa4badb3ab2b4eb19d437d5d9.jpg;43,39000;8,39000;1
Для женщин;Футболки и топы;4829;Rundhalsshirt;Apart gerüscht! L ca. 60 cm. Figurbetonte Form. 95% Viskose, 5% Elasthan. Waschbar.;schwarz;http://www.corso.de/products/4829%7C12802K01~Rundhalsshirt.html;http://www.corso.de/images/generated/media/8bbf26ee9826fba7465c33b8a97ba6.jpg;58,66000;11,19000;1
Для женщин;Футболки и топы;604880;T-Shirt 2in1 Top 5;Lagen-Look: großer Rundhalsausschnitt mit gestreiftem Einsatz, Einsatz auch am Saum. Seitlich kleines Logo-Flag. Angenehm weiche Jerseyqualität. Produkttyp: 2-in-1-Shirt. Passform: Sehr figurbetont. Pflegehinweise: Maschinenwäsche. Materialzusammensetzung: Obermaterial: 100% Baumwolle.;gelb;http://www.corso.de/products/604880~T-Shirt-2in1-Top-5.html;http://www.corso.de/images/generated/media/c1678d1e9f185aed408f2ea2ed4b24.jpg;34,99000;6,43000;1
Для женщин;Футболки и топы;609401;Top mit Kordel;Fein geripptes Top von FLASHLIGHTS mit origineller, geschnürter Knopfleiste am Rundhalsausschnitt. Figurbetonende Passform. Produkttyp: Top. Passform: Sehr figurbetont. Träger: Breite Träger. Saum: Durchgesteppt. Kragen: Ohne. Bündchen: Ohne. Ausschnitt: Rundhals. Stil: Casual. Optik: Uni. Applikationen: Ösen. Auslieferung: Liegend. Pflegehinweise: Maschinenwäsche. Material: Rippenware. Cotton made in Africa: Mit dem Kauf unterstützen Sie den nachhaltigen Baumwollanbau. Gesamtlänge: 64. Materialzusammensetzung: Weiß, Blau, Hummer: Obermaterial: 100% Baumwolle. Grau: Obermaterial: 100% Baumwolle. Graumelange (Obermaterial): 95% Baumwolle, 5% Viskose.;blau;http://www.corso.de/products/609401~Top-mit-Kordel.html;http://www.corso.de/images/generated/media/e8f0240f4b8d9a16b229b36e645837.jpg;34,99000;7,69000;1
Для женщин;Футболки и топы;6247;Blusenshirt;In leichter Transparenz, mit eingenähtem Untertop. Blusenshirt-L ca. 70 cm, Top-L ca. 60 cm. Figurumspielende Form. 100% Polyester. Futter: 92% Polyester, 8% Elasthan. Waschbar.;mint;http://www.corso.de/products/6247~Blusenshirt.html;http://www.corso.de/images/generated/media/2d5f34de8d24c319783fb53586c6f49a.jpg;58,66000;9,09000;1
Для женщин;Футболки и топы;641230;Bluse;Großzügiger Rundausschnitt mit langen Bindebändchen. 3/4-lange Fledermausärmel. Aufwendiger Nietenbesatz vorn. Weich fließende, elastische Jerseyqualität. Produkttyp: Shirt. Passform: Figurbetont. Verschlussart: Bindeband. Pflegehinweise: Maschinenwäsche. Materialzusammensetzung: Obermaterial: 95% Viskose, 5% Elasthan.;schwarz;http://www.corso.de/products/641230~Bluse.html;http://www.corso.de/images/generated/media/f629ff66555e7452f8937ebfd5a66d0.jpg;75,59000;13,71000;1
Для женщин;Футболки и топы;672123;Shirt mit Schößche;Mit angesetztem Schößchen, tiefem Rundausschnitt und 3/4-langen Ärmeln. Elastische und weiche Jerseyqualität. Produkttyp: Schößchenshirt. Passform: Figurbetont. Pflegehinweise: Maschinenwäsche. Materialzusammensetzung: Obermaterial: 95% Baumwolle, 5% Elasthan.;dunkelgrau;http://www.corso.de/products/672123~Shirt-mit-Schoessche.html;http://www.corso.de/images/generated/media/2ce6d0306bb0ad789f11f6cb4274c176.jpg;34,99000;6,43000;1
Для женщин;Футболки и топы;9859;Druckshirt;Mit schönem Blumen-Print vorn. Seitlicher Tunnelzug mit Bindebändern zur individuellen Raffung. Mit tiefem Rundhals-Auschnitt. Rückteil uni sandfarben. Länge ca. 60 cm. Figurbetonte Form. 95% Viskose, 5% Elasthan. Waschbar.;sand;http://www.corso.de/products/9859%7C12902K01~Druckshirt.html;http://www.corso.de/images/generated/media/58ae450ee96703b5042598ec8d617d4.jpg;58,66000;10,91000;1
Для женщин;Футболки и топы;219537;Halbarmshirt;Mit 3/4-langen Ärmeln und Rundhalsausschnitt. Kleines Metalllogo am Saum. Angenehme, elastische Jersey-Qualität. Produkttyp: Shirt. Passform: Sehr figurbetont. Pflegehinweise: Maschinenwäsche. Materialzusammensetzung: khaki, mint, koralle, weiß, schwarz: Obermaterial: 95% Baumwolle, 5% Elasthan. grau: Obermaterial: 90% Baumwolle, 5% Elasthan, 5% Viskose.;weiß;http://www.corso.de/products/219537%7C12902K00~Halbarmshirt.html;http://www.corso.de/images/generated/media/9bcadfa1ce9cb32aec78f512f89c6a.jpg;26,59000;4,33000;1
Для женщин;Футболки и топы;522808;Flammgarnshirt;Produkttyp: Shirt. Passform: Figurumspielend. Kragen: Ohne. Bündchen: Umschlagsaum. Ausschnitt: Rundhals. Ärmelstil: Kurzarm. Stil: Casual. Optik: Leinenoptik. Auslieferung: Liegend. Pflegehinweise: Maschinenwäsche. Material: Jersey. Gesamtlänge: 64, 70. Materialzusammensetzung: Obermaterial: 55% Viskose, 45% Polyester.;neon pfirsic;http://www.corso.de/products/522808~Flammgarnshirt.html;http://www.corso.de/images/generated/media/48769d46e6aaf8597c68fef2be536fcb.jpg;34,99000;5,73000;1
Для женщин;Футболки и топы;633168;2erP Shirt Gummizu;Tiefer Rundhalsausschnitt mit kleinen Raffungen, die dem Shirt das Volumen und die Weite geben. Raglan-Fledermausärmel in Dreiviertellänge. Gummizug im abschließenden Bund zum Schoppen. In zwei Farben. Tragekomfortable Jerseyware. Produkttyp: T-Shirt. Passform: Figurumspielend. Pflegehinweise: Maschinenwäsche. Materialzusammensetzung: Obermaterial: 100% Viskose.;flgrün+camel;http://www.corso.de/products/633168~2erP-Shirt-Gummizu.html;http://www.corso.de/images/generated/media/a0fbca6ef7a2529ea9b582bd433fb10.jpg;60,19000;8,67000;1
Для женщин;Футболки и топы;782738;Shirt;Shirt, Cheer. Mit der leicht transparenten Ausbrennerqualität liegen Sie voll im Trend. Die Smokverarbeitung garantiert diesem figurumspielenden Shirt rundum einen perfekten Sitz. Länge ca. 64 cm. 50% Baumwolle, 50% Polyester.;lila;http://www.corso.de/products/782738~Shirt.html;http://www.corso.de/images/generated/media/db6821238b4f49d5133e030506cceae.jpg;39,19000;6,57000;1
Для женщин;Футболки и топы;99165;Shirtjacke;Länge ca. 82 cm. Figurbetonte Form. 95% Viskose, 5% Elasthan. Chiffoneinsätze an den Kanten: 100% Seide. Waschbar.;grau;http://www.corso.de/products/99165%7C12802K01~Shirtjacke.html;http://www.corso.de/images/generated/media/375eb9c3fdaf463cd36d88e2417f99c.jpg;72,66000;10,07000;1
Для женщин;Футболки и топы;108831;Druckshirt;Dekorativer Büten-Printallover! Mit Schlingen-Knopfverschluss und 3/4-Raglanärmel. L ca. 68 cm. Figurumspielende Form. Fein glänzende Qualität aus 94% Viskose, 6% Elasthan. Waschbar.;bunt;http://www.corso.de/products/108831~Druckshirt.html;http://www.corso.de/images/generated/media/5e55a728d6774ff9c647a628db7a4fb4.jpg;72,66000;14,83000;1
Для женщин;Футболки и топы;69490;Rundhalsshirt;Vorne leichte Ballonoptik, hinten modisch länger. Körperumspielende Form in raffinierter Wickeloptik. Länge ca. 72 cm. 100% Polyester. Waschbar.;schwarz;http://www.corso.de/products/69490%7C12902K01~Rundhalsshirt.html;http://www.corso.de/images/generated/media/4f5b348c4ab46e37effdb8aa583637.jpg;58,66000;11,75000;1
Для женщин;Футболки и топы;827121;Longtop;Longtop, Aniston. Trendig in den aktuellen Sommerfarben. Mit Rüschen und Knopfleiste am Ausschnitt. Figurumspielend geschnitten, Länge ca. 72 cm. Aus 100% Viskose.;hellgrün;http://www.corso.de/products/827121~Longtop.html;http://www.corso.de/images/generated/media/6174b4de8f37c647e1ce4419252e763.jpg;39,19000;9,51000;1
Для женщин;Футболки и топы;19236;Druckshirt;Topmodisch bedruckt, mit raffinierter Metallschließe. Elastische Jersey-Qualität im asymmetrischen Look. Figurnahe Form. Länge ca. 84 cm. 95% Viskose, 5% Elasthan. Waschbar.;bunt;http://www.corso.de/products/19236~Druckshirt.html;http://www.corso.de/images/generated/media/89a5e0da5f383248e37f7df9d0f14e94.jpg;58,66000;9,37000;1
Для женщин;Футболки и топы;390582;Shirt Strassschult;Shirt von MELROSE. Mit Cut-outs an den Schultern und Strass-Steinen auf den Trägern. Leichter Wasserfallausschnitt. Sehr figurbetonende, etwas längere Form. Weicher Stretch-Jersey. Produkttyp: Shirt. Passform: Sehr figurbetont. Pflegehinweise: Maschinenwäsche. Materialzusammensetzung: Obermaterial: 95% Viskose, 5% Elasthan.;flaschengrün;http://www.corso.de/products/390582~Shirt-Strassschult.html;http://www.corso.de/images/generated/media/b4ea87d3f6e1d086cbe259d182b7e52c.jpg;34,99000;6,29000;1
Для женщин;Футболки и топы;398422;Shirt;Shirt, Aniston. Aus sommerlicher, leicht transparenter Qualität. Mit angeschnittenen Ärmeln und großem Ausschnitt. Hingucker ist der tiefe Ausschnitt am Rücken, der durch ein Bindeband variiert werden kann. Länge ca. 64 cm. 100% Polyester.;weiß-bedruck;http://www.corso.de/products/398422~Shirt.html;http://www.corso.de/images/generated/media/9c4d7652a3184bf11f465e186aefb1c.jpg;46,19000;7,55000;1
Для женщин;Футболки и топы;424283;Shirt 3/4 mit PU;Mit ¾-Ärmeln und PU Einsatz. Größenangepasste Länge von ca. 72 bis 80 cm. Leichter Jersey aus 100% Viskose.;grau meliert;http://www.corso.de/products/424283~Shirt-3-4-mit-PU.html;http://www.corso.de/images/generated/media/11f26eab56f1a534a6e7e5bac2b7a323.jpg;44,79000;7,41000;1
Для женщин;Футболки и топы;581408;Shirt;Größenangepasste Länge von ca. 72 bis 80 cm. Obermaterial strukturierter Jersey und Spitze: 100% Baumwolle.;orange;http://www.corso.de/products/581408~Shirt.html;http://www.corso.de/images/generated/media/7ab01132abfb1ab83c95bbffa8e62f.jpg;44,79000;8,11000;1
Для женщин;Футболки и топы;632764;Tupfen-Tunika;Mit maritimen Tupfen und Streifen. Mit kurzen Ärmeln und Rundhalsausschnitt. Leichter Baumwolljersey. Produkttyp: Tunikashirt. Passform: Figurbetont. Kragen: Ohne. Bündchen: Keine. Ausschnitt: Rundhals. Ärmelstil: Kurzarm. Stil: Klassisch. Auslieferung: Liegend. Pflegehinweise: Maschinenwäsche. Material: Baumwolle. Gesamtlänge: 68. Materialzusammensetzung: Obermaterial: 100% Baumwolle.;weiss allove;http://www.corso.de/products/632764~Tupfen-Tunika.html;http://www.corso.de/images/generated/media/60b73b5961c970eed45af285dd212f9d.jpg;39,19000;7,55000;1
Для женщин;Футболки и топы;691373;Shirt;Im Colorblocking-Look. Weiter V-Ausschnitt, überschnittene Schultern, halblange Fledermausärmel und abgerundeter Saumabschluss. Angenehme Qualität aus softem Jersey. Produkttyp: T-Shirt. Passform: Figurumspielend. Pflegehinweise: Maschinenwäsche. Größenhinweis: Fällt eng aus, bitte eine Größe größer bestellen.. Materialzusammensetzung: Obermaterial: 100% Viskose.;wollweiß;http://www.corso.de/products/691373~Shirt.html;http://www.corso.de/images/generated/media/ef5d64fbb4713c1569c78cc14b331.jpg;48,99000;7,97000;1
Для женщин;Футболки и топы;151836;2er Tops V-Ausschnitt;In toller 2-in-1-Form mit lang gestrecktem V-Ausschnitt und kleinem Einsatz. Aus weicher Jerseyqualität. Produkttyp: 2-in-1-Top. Passform: Sehr figurbetont. Träger: Breite Träger. Saum: Durchgesteppt. Kragen: Ohne. Bündchen: Ohne. Ausschnitt: Rundhals. Stil: Feminin. Optik: Uni. Auslieferung: Liegend. Pflegehinweise: Maschinenwäsche. Material: Baumwolle. Gesamtlänge: 64cm. Materialzusammensetzung: Obermaterial: 100% Baumwolle.;schwarz+apri;http://www.corso.de/products/151836~2erP-Tops-V-Aussch.html;http://www.corso.de/images/generated/media/c577abfd8f5bb1d7048d13c86594946.jpg;33,59000;7,97000;1
Для женщин;Футболки и топы;215523;Shirt Schmetterlin;Mit großem Schmetterlingsdruck vorn, weitem Rundhalsausschnitt, überschnittenen Schultern und halblangen Fledermausärmeln. Gummizugbündchen am Saum. Weich fließende Jerseyqualität. Produkttyp: Ballonshirt. Passform: Figurumspielend. Pflegehinweise: Maschinenwäsche. Materialzusammensetzung: Obermaterial: 100% Polyester.;beige;http://www.corso.de/products/215523~Shirt-Schmetterlin.html;http://www.corso.de/images/generated/media/dfacbf396bd2f9809fa360137f44bfa6.jpg;27,99000;6,85000;1
